MODE_OF_TRANSPORTATION,WEATHER,GEOPOLITICAL_RISKS,ROUTE_OPTIMIZATION,NO_OF_DELIVERED,CUSTUMER_RATING,EFFICIENCY,EFFICIENT,BEST OR NOT
3,4,1,9,57,6,66.34700000000001,0,NOT
1,3,0,1,25,7,25.236,0,NOT
1,4,1,3,44,6,47.364,0,NOT
1,4,1,6,41,10,49.596999999999994,0,NOT
2,3,1,4,84,9,81.859,1,NOT
3,1,0,8,66,7,67.983,0,BEST
1,2,0,9,70,7,74.78099999999999,1,BEST
3,3,1,8,35,1,44.897,0,NOT
1,4,1,9,89,10,95.02900000000001,1,BEST
1,3,1,10,16,2,32.84,0,NOT
1,4,0,7,83,8,84.57,1,BEST
2,2,1,4,7,8,15.294,0,NOT
3,4,0,9,99,6,99.97600000000001,1,BEST
1,2,1,5,25,8,32.684999999999995,0,NOT
3,3,1,4,10,9,18.196,0,NOT
3,3,0,2,39,1,37.135999999999996,0,NOT
3,4,0,6,21,10,29.258,0,NOT
1,3,1,8,2,8,18.362000000000002,0,NOT
2,1,1,5,22,9,28.852999999999998,0,NOT
1,2,1,7,95,2,94.931,1,BEST
2,3,0,1,50,7,46.019999999999996,0,NOT
1,2,1,10,41,5,53.585,0,NOT
2,1,1,4,36,9,39.29899999999999,0,NOT
2,2,0,4,10,10,15.807999999999998,0,NOT
1,4,0,3,14,6,19.577,0,NOT
3,1,1,2,79,2,71.913,1,NOT
3,1,0,5,87,5,81.256,1,NOT
3,1,1,3,70,1,65.65599999999999,0,NOT
1,2,1,10,53,2,63.592999999999996,0,NOT
2,1,1,7,14,3,24.565,0,NOT
2,4,1,2,18,7,23.224999999999998,0,NOT
3,1,0,8,12,6,21.845000000000002,0,NOT
3,2,1,5,4,2,13.234,0,NOT
2,1,1,7,44,7,50.45899999999999,0,NOT
3,3,1,4,2,6,11.143999999999998,0,NOT
1,3,1,5,38,6,44.43000000000001,0,NOT
2,3,1,3,56,8,56.403,0,NOT
3,2,1,7,14,10,25.364,0,NOT
2,4,1,6,42,8,49.757,0,NOT
3,4,0,8,30,1,39.243,0,NOT
2,3,1,1,4,7,8.979,0,NOT
1,4,0,1,96,1,86.151,1,NOT
1,1,0,8,87,5,86.826,1,BEST
2,2,1,7,73,9,76.15599999999999,1,BEST
2,4,1,7,1,6,16.128,0,NOT
1,2,1,5,98,2,94.49799999999999,1,NOT
2,3,1,7,85,3,86.74399999999999,1,BEST
1,3,1,5,20,3,28.848,0,NOT
2,4,1,9,61,9,70.52799999999999,1,BEST
3,2,0,2,45,10,42.129999999999995,0,NOT
1,1,1,10,33,3,45.801,0,NOT
1,4,0,6,94,8,92.45700000000001,1,NOT
2,4,0,5,53,5,55.219,0,NOT
1,4,0,2,44,6,43.671,0,NOT
1,1,0,7,62,7,64.157,0,BEST
2,1,1,3,27,9,30.126,0,NOT
3,4,1,7,61,10,67.07100000000001,0,BEST
2,2,0,7,89,2,87.075,1,BEST
2,4,1,4,96,2,92.37100000000001,1,NOT
2,1,1,9,29,1,40.199999999999996,0,NOT
3,4,0,3,56,4,54.169000000000004,0,NOT
1,3,1,5,19,9,28.451000000000004,0,NOT
1,4,0,8,44,8,52.79899999999999,0,NOT
2,3,1,2,84,3,78.411,1,NOT
3,4,0,9,74,9,78.87899999999999,1,BEST
1,4,1,10,95,3,101.11099999999999,1,BEST
1,4,1,3,49,9,51.85699999999999,0,NOT
2,4,0,3,45,3,45.251,0,NOT
1,1,1,4,15,6,21.699,0,NOT
3,3,0,10,17,7,30.794,0,NOT
2,3,0,10,48,2,57.398,0,NOT
2,1,0,10,66,7,71.516,1,BEST
1,4,0,5,58,2,59.797,0,NOT
1,2,1,2,45,8,45.257,0,NOT
3,3,1,4,46,1,48.296,0,NOT
2,3,1,9,15,1,29.874000000000002,0,NOT
3,3,1,3,94,8,88.27600000000001,1,NOT
2,3,1,4,19,5,26.11,0,NOT
2,2,0,1,97,8,85.379,1,NOT
3,2,0,7,23,7,30.616,0,NOT
1,2,1,7,27,7,37.307,0,NOT
3,4,1,9,20,4,34.634,0,NOT
3,2,0,8,99,2,96.56,1,BEST
1,1,0,10,53,2,60.587999999999994,0,NOT
1,3,0,3,2,6,8.533,0,NOT
2,2,0,10,48,10,57.198,0,NOT
2,4,0,8,36,4,45.13,0,NOT
3,3,1,2,41,2,41.115,0,NOT
1,1,0,2,22,2,22.177,0,NOT
1,2,1,5,29,2,35.641,0,NOT
3,4,0,1,82,4,73.355,1,NOT
2,4,0,1,2,4,5.656000000000001,0,NOT
3,1,0,5,89,3,82.81,1,NOT
3,2,1,4,75,3,72.377,1,NOT
3,2,0,6,23,1,28.664,0,NOT
1,3,1,4,75,9,74.723,1,NOT
1,2,1,7,50,6,56.85,0,NOT
2,1,1,3,47,5,46.882000000000005,0,NOT
2,3,1,9,35,5,47.23800000000001,0,NOT
2,1,1,8,18,7,29.776999999999997,0,NOT
3,3,0,2,1,3,4.874,0,NOT
2,3,0,3,44,6,43.818,0,NOT
2,4,1,2,10,7,16.401,0,NOT
2,4,0,7,66,4,69.224,0,BEST
2,1,0,7,4,4,13.914,0,NOT
1,3,1,5,44,1,49.168,0,NOT
1,2,1,1,22,4,23.837999999999997,0,NOT
1,2,1,4,18,1,24.686,0,NOT
1,4,1,2,58,8,57.961999999999996,0,NOT
3,1,1,10,64,10,71.694,1,BEST
3,4,1,3,84,5,80.326,1,NOT
2,2,1,9,16,7,30.375,0,NOT
1,4,0,6,100,9,97.651,1,NOT
3,4,1,2,99,1,91.321,1,NOT
1,3,1,2,10,1,15.678,0,NOT
2,1,1,4,91,3,85.758,1,NOT
3,1,1,1,48,8,44.43,0,NOT
2,4,1,5,60,3,63.23500000000001,0,NOT
1,1,0,9,98,1,97.40099999999998,1,BEST
3,3,0,7,74,4,74.699,1,BEST
2,4,0,3,94,5,87.2,1,NOT
2,4,0,10,51,6,61.069,0,NOT
2,2,0,5,56,6,56.23800000000001,0,NOT
2,4,0,4,41,10,43.867,0,NOT
2,1,0,9,2,6,15.352,0,NOT
1,4,0,8,91,2,92.43400000000001,1,BEST
3,3,1,4,5,5,13.627,0,NOT
3,1,0,2,6,7,7.827,0,NOT
3,4,0,7,59,1,62.484,0,NOT
1,1,0,8,44,5,50.147,0,NOT
1,3,1,10,40,4,53.464,0,NOT
3,3,0,7,70,1,71.059,1,BEST
2,3,0,4,17,5,22.206999999999997,0,NOT
3,4,0,8,92,9,92.737,1,BEST
1,3,1,5,39,1,44.903,0,NOT
3,2,0,3,65,1,60.002,0,NOT
2,3,1,9,47,8,57.702,0,NOT
1,3,1,9,100,5,103.22399999999999,1,BEST
2,1,1,9,16,9,29.719,0,NOT
2,2,0,4,70,10,66.988,0,NOT
1,2,0,3,53,6,51.228,0,NOT
2,2,1,2,50,5,48.753,0,NOT
2,4,0,6,19,5,27.712999999999997,0,NOT
1,1,1,6,54,4,57.806,0,NOT
1,1,1,8,66,2,70.882,1,BEST
2,4,1,4,26,5,32.889,0,NOT
1,2,0,5,57,5,57.556000000000004,0,NOT
1,4,1,10,39,2,53.266999999999996,0,NOT
2,1,1,10,15,6,30.134000000000004,0,NOT
1,3,1,7,14,2,26.646,0,NOT
1,4,0,6,87,9,86.562,1,NOT
3,2,0,7,44,1,48.073,0,NOT
1,4,1,6,18,9,29.901999999999997,0,NOT
1,2,0,9,30,4,40.43300000000001,0,NOT
2,4,0,3,74,3,69.988,0,NOT
1,3,1,8,80,9,84.972,1,BEST
3,1,0,4,66,6,61.923,0,NOT
1,4,0,1,11,4,13.874,0,NOT
3,4,1,1,27,6,28.788999999999998,0,NOT
3,1,0,2,65,8,58.23,0,NOT
3,2,0,1,50,5,44.519,0,NOT
1,3,0,4,94,7,88.581,1,NOT
3,2,0,1,37,1,33.126,0,NOT
2,4,0,5,18,8,25.592000000000002,0,NOT
1,3,1,1,70,1,65.362,0,NOT
1,2,1,5,3,4,13.615,0,NOT
3,3,1,10,7,3,24.157000000000004,0,NOT
1,1,1,3,3,6,9.966999999999999,0,NOT
2,4,0,9,27,8,39.25299999999999,0,NOT
2,1,1,5,62,4,62.592999999999996,0,NOT
1,2,1,8,80,10,84.24,1,BEST
1,3,1,8,38,9,49.146,0,NOT
3,1,1,7,14,7,24.328,0,NOT
1,2,1,6,72,7,74.196,1,NOT
1,2,1,6,32,9,40.227999999999994,0,NOT
3,1,0,2,47,1,42.344,0,NOT
3,2,0,1,31,5,28.311999999999998,0,NOT
3,3,0,7,74,5,74.77499999999999,1,BEST
3,1,0,3,45,10,42.818,0,NOT
3,3,1,8,62,1,67.928,0,BEST
3,1,1,8,98,1,97.01999999999998,1,BEST
3,1,1,5,47,8,49.561,0,NOT
3,1,1,8,3,8,16.517,0,NOT
2,3,1,4,27,10,33.314,0,NOT
3,2,0,1,77,3,67.398,0,NOT
2,1,0,2,53,2,48.07899999999999,0,NOT
3,4,1,10,19,7,35.504999999999995,0,NOT
1,4,1,2,31,8,34.931,0,NOT
2,2,1,6,68,10,70.471,1,NOT
2,4,1,1,24,9,26.999000000000002,0,NOT
2,3,0,8,19,9,30.201000000000004,0,NOT
1,4,0,3,59,1,57.582,0,NOT
1,4,0,6,43,7,48.878,0,NOT
3,3,0,3,78,8,72.431,1,NOT
1,1,1,5,31,10,37.147,0,NOT
1,4,0,8,89,10,91.33600000000001,1,BEST
1,4,0,3,7,5,13.530000000000001,0,NOT
1,4,0,3,56,10,55.707,0,NOT
1,1,1,3,97,5,90.073,1,NOT
3,3,0,1,55,10,49.971999999999994,0,NOT
2,1,0,5,29,4,32.247,0,NOT
3,2,0,8,45,2,50.498,0,NOT
1,4,0,4,4,6,12.543,0,NOT
2,2,0,9,12,6,24.69,0,NOT
1,3,1,2,73,9,70.02499999999999,1,NOT
2,3,1,1,37,9,37.28,0,NOT
3,2,1,9,77,8,81.943,1,BEST
3,1,1,9,81,10,84.69900000000001,1,BEST
1,3,1,1,48,2,46.672000000000004,0,NOT
3,3,0,1,32,4,29.897,0,NOT
3,1,1,6,45,2,48.894999999999996,0,NOT
2,2,1,10,79,2,85.23,1,BEST
2,4,0,2,84,9,77.478,1,NOT
3,3,0,1,45,6,41.138,0,NOT
2,3,1,6,60,1,63.771,0,NOT
1,4,0,2,90,4,82.757,1,NOT
2,1,0,3,54,8,50.88399999999999,0,NOT
3,1,0,7,93,9,89.66999999999999,1,BEST
3,3,1,1,68,3,62.726,0,NOT
3,1,0,6,37,4,40.026,0,NOT
2,1,1,9,84,5,87.419,1,BEST
3,2,1,4,98,3,91.996,1,NOT
3,4,0,1,88,6,78.625,1,NOT
2,4,0,4,96,4,90.32600000000001,1,NOT
1,2,0,4,52,2,51.567,0,NOT
2,2,0,4,31,6,33.417,0,NOT
2,4,1,7,52,2,59.327,0,NOT
3,4,0,3,3,6,9.111999999999998,0,NOT
1,2,0,9,47,3,54.858000000000004,0,NOT
2,1,1,1,55,6,50.79,0,NOT
2,1,1,4,73,4,70.48,1,NOT
3,4,1,2,95,10,88.593,1,NOT
1,2,1,5,3,1,13.387,0,NOT
2,1,0,1,70,10,61.692,0,NOT
2,4,0,3,7,6,13.065,0,NOT
1,1,1,2,28,5,29.72,0,NOT
3,2,0,8,40,7,46.613,0,NOT
3,2,0,9,6,3,18.803000000000004,0,NOT
2,3,1,1,26,8,27.821,0,NOT
1,3,0,10,78,9,84.06099999999999,1,BEST
2,4,0,7,69,8,72.087,1,BEST
1,2,0,7,36,1,42.330999999999996,0,NOT
3,3,0,3,82,8,75.843,1,NOT
1,2,1,10,10,2,26.914,0,NOT
1,4,1,9,34,2,47.506,0,NOT
1,2,1,3,53,1,53.044999999999995,0,NOT
3,3,0,9,79,6,82.108,1,BEST
1,1,0,10,72,4,76.947,1,BEST
2,4,0,2,58,5,54.996,0,NOT
2,1,0,8,90,1,88.53999999999999,1,BEST
1,4,1,6,39,2,47.282999999999994,0,NOT
1,1,1,7,12,8,23.78,0,NOT
1,3,0,10,42,4,52.973,0,NOT
2,1,0,10,37,2,46.399,0,NOT
1,3,0,8,67,10,71.762,1,BEST
3,2,1,5,49,9,52.150999999999996,0,NOT
2,4,0,10,100,2,102.562,1,BEST
3,4,1,5,94,6,91.924,1,NOT
3,4,1,1,36,1,36.086,0,NOT
2,1,0,1,78,3,67.98399999999998,0,NOT
1,4,1,7,15,4,28.459,0,NOT
3,2,0,7,64,7,65.589,0,BEST
2,2,1,9,45,1,54.656,0,NOT
3,1,0,2,3,1,4.811999999999999,0,NOT
2,4,0,2,36,4,36.154,0,NOT
3,1,1,7,24,2,32.478,0,NOT
2,4,0,4,22,3,27.128,0,NOT
1,2,1,6,17,4,27.052999999999997,0,NOT
1,4,1,7,83,6,86.615,1,BEST
2,2,1,6,86,7,85.597,1,NOT
1,1,0,7,49,10,53.29599999999999,0,NOT
3,4,1,2,56,7,55.098,0,NOT
3,2,1,8,40,10,49.038,0,NOT
1,2,0,4,57,7,56.212,0,NOT
1,1,0,8,9,9,20.596,0,NOT
1,1,1,2,28,1,29.416,0,NOT
3,4,0,8,79,7,81.496,1,BEST
3,4,0,3,5,8,10.969999999999999,0,NOT
3,2,0,10,44,4,52.789,0,NOT
2,4,1,10,9,8,27.592000000000002,0,NOT
3,4,0,2,76,4,69.733,0,NOT
1,4,0,4,96,4,90.867,1,NOT
2,1,0,8,40,3,46.041999999999994,0,NOT
3,3,1,8,74,8,78.696,1,BEST
1,3,1,9,76,1,82.448,1,BEST
1,3,0,7,5,1,16.696,0,NOT
3,4,1,7,61,8,66.91900000000001,0,BEST
2,2,0,4,44,10,44.809999999999995,0,NOT
1,4,1,8,98,4,100.75399999999999,1,BEST
1,3,1,4,80,10,79.06400000000001,1,NOT
2,2,1,3,9,5,15.276,0,NOT
2,4,1,9,94,8,98.601,1,BEST
1,3,1,6,73,4,75.629,1,NOT
3,4,1,9,3,1,19.905,0,NOT
1,2,0,8,25,8,34.97599999999999,0,NOT
1,3,0,10,46,1,56.157000000000004,0,NOT
1,3,0,2,10,1,13.481,0,NOT
3,3,1,3,17,3,22.215,0,NOT
2,3,1,2,21,1,24.520000000000003,0,NOT
1,4,1,10,76,10,85.436,1,BEST
3,3,1,4,43,1,45.737,0,NOT
2,4,0,5,59,4,60.261,0,NOT
2,4,0,5,34,7,39.164,0,NOT
3,4,0,9,37,9,47.318,0,NOT
2,1,1,6,68,4,69.207,0,NOT
3,4,1,2,17,9,21.983,0,NOT
3,2,0,4,13,10,17.826000000000004,0,NOT
3,3,0,1,62,6,55.638999999999996,0,NOT
1,3,1,1,83,6,76.831,1,NOT
2,3,1,10,22,2,37.417,0,NOT
2,4,1,7,54,6,61.337,0,NOT
2,4,1,4,19,6,26.994,0,NOT
3,4,1,7,50,9,57.611999999999995,0,NOT
1,4,0,8,65,6,70.56,1,BEST
2,1,0,1,100,7,87.05399999999999,1,NOT
1,4,1,7,79,7,83.279,1,BEST
1,4,1,9,8,6,25.632,0,NOT
2,4,1,2,61,2,59.524,0,NOT
3,1,0,7,88,2,84.87299999999999,1,BEST
1,1,0,1,8,5,8.967,0,NOT
2,2,0,6,25,9,31.519000000000002,0,NOT
3,4,0,5,49,4,51.19,0,NOT
3,1,1,10,13,10,28.191000000000006,0,NOT
3,3,0,8,83,2,83.72,1,BEST
1,3,0,8,12,5,24.467000000000002,0,NOT
2,4,1,1,66,3,62.36900000000001,0,NOT
2,1,0,6,25,6,30.482999999999997,0,NOT
2,2,0,10,74,9,79.3,1,BEST
1,2,0,4,53,1,52.343999999999994,0,NOT
1,1,0,1,66,10,58.821,0,NOT
1,4,1,4,45,2,49.409,0,NOT
2,4,1,5,68,8,70.43900000000001,1,NOT
3,3,1,9,4,5,20.253999999999998,0,NOT
3,2,0,2,8,5,10.189,0,NOT
3,4,0,8,33,10,42.486,0,NOT
1,2,1,6,51,1,55.827,0,NOT
2,2,0,7,36,5,42.094,0,NOT
3,2,1,3,21,7,25.123,0,NOT
3,3,0,10,76,10,81.349,1,BEST
3,1,0,2,24,1,22.725,0,NOT
2,2,1,10,80,9,86.615,1,BEST
2,1,1,6,63,2,64.78999999999999,0,NOT
3,4,1,7,90,6,91.504,1,BEST
3,3,1,3,97,10,90.98700000000001,1,NOT
1,3,0,2,7,8,11.454,0,NOT
2,1,0,8,70,9,72.088,1,BEST
1,3,0,4,92,1,86.419,1,NOT
1,2,0,2,72,10,66.24300000000001,0,NOT
3,1,1,1,42,8,39.312,0,NOT
1,3,1,6,99,10,98.263,1,NOT
3,1,0,3,81,7,73.298,1,NOT
2,1,0,8,45,1,50.154999999999994,0,NOT
3,1,1,9,26,6,37.480000000000004,0,NOT
1,1,1,1,33,3,32.337,0,NOT
3,4,0,2,41,5,39.954,0,NOT
1,2,1,7,98,4,97.642,1,BEST
2,3,0,3,10,7,14.892,0,NOT
2,3,0,8,94,6,93.94800000000001,1,BEST
2,2,1,9,2,10,18.661,0,NOT
1,4,1,4,65,4,66.62100000000001,0,NOT
2,4,1,4,51,5,54.214000000000006,0,NOT
3,4,1,5,4,9,15.382,0,NOT
3,3,1,3,50,9,50.81999999999999,0,NOT
3,3,0,7,31,5,38.096,0,NOT
1,3,1,5,76,4,76.69200000000001,1,NOT
3,3,1,1,37,10,36.815,0,NOT
1,2,1,1,42,3,40.822,0,NOT
1,3,0,4,21,9,26.464000000000002,0,NOT
3,1,0,9,5,2,17.066000000000003,0,NOT
1,4,0,8,83,3,85.68599999999999,1,BEST
3,1,0,8,21,10,29.826000000000004,0,NOT
3,3,0,10,9,4,23.742,0,NOT
3,1,0,3,91,9,81.98,1,NOT
3,1,0,3,7,4,9.947999999999999,0,NOT
3,4,1,4,99,1,94.31299999999999,1,NOT
1,3,1,7,95,7,96.11899999999999,1,BEST
1,3,0,5,89,3,85.508,1,NOT
1,1,1,4,50,2,51.25,0,NOT
3,1,0,4,53,5,50.757999999999996,0,NOT
1,4,0,7,24,10,34.395,0,NOT
1,3,0,5,36,3,40.299,0,NOT
2,4,0,6,73,1,73.47099999999999,1,NOT
2,1,0,6,82,6,79.104,1,NOT
1,3,1,8,69,5,75.285,1,BEST
2,3,0,10,39,5,49.949,0,NOT
3,3,1,10,5,1,22.299000000000003,0,NOT
2,1,0,6,65,2,64.29899999999999,0,NOT
1,4,0,9,56,9,64.607,0,NOT
3,4,1,9,12,3,27.734,0,NOT
3,4,0,8,25,10,35.662,0,NOT
1,3,1,1,91,10,83.95900000000002,1,NOT
2,1,0,4,85,1,78.29099999999998,1,NOT
1,3,0,3,35,7,36.757999999999996,0,NOT
3,2,0,10,68,1,73.03299999999999,1,BEST
3,1,1,1,51,10,47.141,0,NOT
1,3,0,7,27,8,35.99399999999999,0,NOT
2,4,1,4,88,7,85.92699999999999,1,NOT
1,4,1,4,7,5,17.223,0,NOT
1,2,0,1,93,10,82.66,1,NOT
1,4,0,10,56,2,65.571,0,NOT
2,1,0,4,16,9,20.042,0,NOT
3,4,0,8,57,10,62.958,0,NOT
3,2,0,2,6,6,8.559,0,NOT
1,3,1,3,86,10,82.686,1,NOT
2,4,0,6,66,1,67.5,0,NOT
2,4,0,5,30,8,35.827999999999996,0,NOT
2,3,1,10,78,4,85.33699999999999,1,BEST
3,4,0,10,69,9,76.11,1,BEST
1,4,0,3,74,9,70.985,1,NOT
2,1,1,2,33,3,33.292,0,NOT
2,3,0,5,22,3,27.816000000000003,0,NOT
1,1,0,7,52,6,55.551,0,NOT
2,1,0,8,72,7,73.642,1,BEST
3,2,1,9,80,8,84.502,1,BEST
1,3,1,9,84,1,89.27199999999999,1,BEST
2,3,1,6,33,4,40.968,0,NOT
3,1,1,1,14,4,15.124,0,NOT
2,3,0,8,76,10,78.89800000000001,1,BEST
3,2,0,3,99,2,89.08,1,NOT
2,1,1,9,24,5,36.239000000000004,0,NOT
3,1,1,2,87,6,79.041,1,NOT
2,4,0,2,11,6,14.980999999999998,0,NOT
1,1,1,10,17,10,32.684999999999995,0,NOT
2,3,0,7,3,7,14.905000000000001,0,NOT
3,3,0,1,71,10,63.61999999999999,0,NOT
1,3,1,9,55,3,64.687,0,NOT
1,2,1,4,28,8,33.748,0,NOT
3,2,1,10,90,5,94.3,1,BEST
3,4,0,3,94,6,86.735,1,NOT
1,1,0,6,96,2,91.283,1,NOT
3,2,0,8,31,1,38.48,0,NOT
1,3,1,6,14,3,25.226,0,NOT
1,2,0,5,25,2,30.032,0,NOT
2,2,0,8,67,4,69.957,0,BEST
3,1,1,7,58,7,61.86,0,NOT
3,3,0,10,63,9,70.184,1,BEST
3,4,1,7,100,8,100.186,1,BEST
3,1,0,2,6,4,7.599,0,NOT
2,2,0,10,44,3,53.254,0,NOT
2,1,1,4,10,10,17.197,0,NOT
1,4,0,4,79,4,76.366,1,NOT
1,4,0,1,16,9,18.519000000000002,0,NOT
1,4,1,1,29,10,31.881,0,NOT
1,1,0,2,62,4,56.449,0,NOT
3,3,0,5,30,3,34.099000000000004,0,NOT
1,2,1,5,53,2,56.113,0,NOT
2,1,1,10,86,1,90.31700000000001,1,BEST
3,4,0,7,17,2,26.734,0,NOT
1,4,0,5,22,10,29.697,0,NOT
1,3,0,4,14,10,20.569000000000003,0,NOT
1,2,1,3,43,9,45.123,0,NOT
2,4,0,8,31,8,41.169,0,NOT
3,1,1,8,79,2,80.889,1,BEST
1,4,0,9,77,3,82.064,1,BEST
2,1,0,9,28,6,37.53,0,NOT
1,1,0,7,37,7,42.831999999999994,0,NOT
2,4,0,9,79,10,83.76100000000001,1,BEST
1,3,1,5,94,3,91.97,1,NOT
3,3,0,4,82,4,77.035,1,NOT
1,1,0,7,42,6,47.021,0,NOT
3,2,1,5,15,6,22.921,0,NOT
2,3,0,8,67,3,70.689,1,BEST
1,4,0,6,4,9,15.763,0,NOT
3,2,0,4,95,6,87.468,1,NOT
2,2,0,7,92,8,90.09,1,BEST
2,3,0,8,55,7,60.757000000000005,0,NOT
1,3,1,8,45,2,54.585,0,NOT
3,2,1,1,36,1,34.47,0,NOT
3,4,1,10,14,10,31.468000000000004,0,NOT
3,1,0,3,72,7,65.621,0,NOT
3,1,0,5,68,7,65.201,0,NOT
2,2,0,10,18,6,31.304,0,NOT
2,4,0,7,45,1,51.083,0,NOT
2,2,1,3,5,4,11.787999999999998,0,NOT
2,3,0,9,16,1,28.53,0,NOT
1,3,1,6,4,9,17.152,0,NOT
1,4,0,8,1,7,16.044,0,NOT
3,3,1,10,40,9,52.762,0,NOT
2,4,0,10,68,9,75.798,1,BEST
2,2,1,10,62,7,71.109,1,BEST
1,3,1,6,8,2,20.032,0,NOT
3,2,1,1,94,1,83.94399999999999,1,NOT
1,2,0,2,99,1,88.59,1,NOT
3,4,1,5,93,9,91.29899999999999,1,NOT
2,2,0,9,69,6,73.311,1,BEST
2,2,0,3,2,1,6.803999999999999,0,NOT
1,3,1,7,28,7,38.968,0,NOT
1,4,0,2,38,8,38.705,0,NOT
2,1,0,6,11,1,18.160999999999998,0,NOT
2,1,0,2,18,3,18.3,0,NOT
1,2,1,2,48,1,47.284000000000006,0,NOT
2,4,0,9,9,9,23.975,0,NOT
2,2,1,4,30,4,34.609,0,NOT
1,1,0,3,70,3,64.693,0,NOT
2,4,1,6,82,6,83.72500000000001,1,NOT
2,1,0,7,5,7,14.995000000000001,0,NOT
3,1,1,7,82,5,82.17999999999999,1,BEST
2,2,1,4,7,4,14.99,0,NOT
2,3,1,8,16,10,29.915000000000003,0,NOT
2,4,1,1,79,7,73.762,1,NOT
1,1,0,3,73,9,67.708,0,NOT
1,2,0,3,64,5,60.535000000000004,0,NOT
2,4,1,9,4,5,21.602999999999998,0,NOT
3,4,1,8,82,2,85.872,1,BEST
1,2,1,5,100,1,96.12799999999999,1,NOT
2,1,1,1,30,1,29.085,0,NOT
1,2,1,3,94,1,88.018,1,NOT
2,3,0,4,91,4,85.25300000000001,1,NOT
3,1,0,2,57,5,51.178000000000004,0,NOT
1,2,1,3,47,7,48.382999999999996,0,NOT
3,2,1,6,44,9,49.38199999999999,0,NOT
2,4,0,3,63,8,60.98499999999999,0,NOT
2,4,0,6,68,4,69.434,0,NOT
3,3,1,10,17,7,32.991,0,NOT
2,4,0,8,70,3,74.056,1,BEST
2,2,1,10,40,6,52.267,0,NOT
1,1,0,5,25,1,29.148,0,NOT
2,2,0,4,31,2,33.113,0,NOT
3,1,0,4,63,7,59.44,0,NOT
3,3,1,1,66,3,61.02,0,NOT
2,4,1,2,75,1,71.39,1,NOT
3,2,1,9,56,9,64.106,0,NOT
3,4,0,10,65,6,72.47000000000001,1,BEST
3,1,1,3,92,4,84.65,1,NOT
3,3,0,10,18,9,31.799000000000003,0,NOT
2,1,0,7,27,3,33.457,0,NOT
3,2,0,8,33,9,40.794,0,NOT
2,2,0,9,31,5,40.821000000000005,0,NOT
3,4,1,10,58,3,68.46799999999999,0,NOT
3,3,1,5,87,4,84.993,1,NOT
1,4,1,1,11,9,16.451,0,NOT
3,2,0,5,44,6,45.461,0,NOT
2,1,1,4,8,7,15.263,0,NOT
1,3,0,9,11,8,25.338,0,NOT
1,4,1,3,76,3,74.432,1,NOT
1,1,0,5,75,7,72.254,1,NOT
3,3,1,2,54,10,52.812,0,NOT
3,2,1,4,44,6,46.162,0,NOT
2,4,1,1,46,4,45.385000000000005,0,NOT
2,2,0,1,49,5,44.207,0,NOT
2,2,0,5,97,3,90.98299999999999,1,NOT
1,2,1,2,90,5,83.41399999999999,1,NOT
2,2,0,8,98,4,96.39999999999999,1,BEST
3,1,0,3,93,9,83.68599999999999,1,NOT
1,4,1,4,63,9,65.29499999999999,0,NOT
2,4,0,3,22,2,25.555999999999997,0,NOT
1,4,0,9,24,3,36.855000000000004,0,NOT
2,3,1,10,93,4,98.132,1,BEST
3,3,1,8,79,6,82.80900000000001,1,BEST
2,4,1,1,8,6,13.123,0,NOT
1,4,0,10,23,5,37.65,0,NOT
2,1,0,3,41,3,39.415,0,NOT
1,4,0,4,7,8,15.254000000000001,0,NOT
2,3,0,10,24,4,37.078,0,NOT
2,1,0,4,74,9,69.51599999999999,0,NOT
3,4,0,5,100,3,94.61699999999999,1,NOT
2,2,0,2,30,3,29.344,0,NOT
3,3,1,3,76,2,72.46600000000001,1,NOT
1,4,0,4,94,6,89.313,1,NOT
3,2,0,9,19,9,30.348000000000003,0,NOT
3,1,0,2,33,9,31.01,0,NOT
2,1,0,7,30,10,36.547999999999995,0,NOT
1,3,1,4,26,10,33.002,0,NOT
2,2,0,8,86,5,86.24,1,BEST
3,1,1,3,35,6,36.181000000000004,0,NOT
1,3,1,3,81,4,77.965,1,NOT
1,3,0,10,19,1,33.126,0,NOT
3,4,0,10,58,2,66.19500000000001,0,NOT
1,2,0,9,95,9,96.258,1,BEST
2,4,1,7,59,8,65.754,0,NOT
2,1,1,6,95,7,92.466,1,NOT
3,2,1,8,91,6,92.23700000000001,1,BEST
2,4,1,2,12,7,18.107000000000003,0,NOT
3,3,1,10,43,7,55.169,0,NOT
2,4,0,1,15,8,17.049,0,NOT
3,1,0,1,50,1,43.407,0,NOT
3,4,1,4,72,3,71.43399999999998,1,NOT
3,3,0,2,88,10,79.617,1,NOT
3,4,0,10,60,6,68.205,0,NOT
3,1,1,6,59,10,61.44499999999999,0,NOT
1,1,1,4,39,10,42.474999999999994,0,NOT
3,3,1,6,38,2,44.540000000000006,0,NOT
1,3,1,9,80,8,86.392,1,BEST
3,2,1,10,19,8,33.964999999999996,0,NOT
1,4,1,6,89,7,90.313,1,NOT
2,2,0,7,1,4,12.163,0,NOT
1,4,0,7,72,4,74.883,1,BEST
1,2,1,5,81,6,80.301,1,NOT
2,4,1,3,24,2,29.459000000000003,0,NOT
3,1,0,6,72,7,70.109,1,NOT
2,3,0,3,14,1,17.848,0,NOT
3,3,0,8,75,3,76.972,1,BEST
3,3,0,3,33,3,33.666000000000004,0,NOT
